Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Dividend yield,From 52w high,Down from 52w high,Up from 52w low,Return over 1year
Heritage Foods,519552,HERITGFOOD,Food - Processing - Indian,407.25,3779.15,0.58,0.97,2.99,101.86,94.51
Kothari Petroche,,KOTHARIPET,Petrochemicals,126.55,744.67,1.02,0.74,25.56,96.05,94.57
Goldstar Power,,GOLDSTAR,Auto Ancillaries,15.35,369.48,0,0.66,34.26,283.75,94.59
Sugal & Damani,511654,,Finance & Investments,30.6,19.13,0,0.83,16.94,136.66,94.72
Dhanalaxmi Roto,521216,,Trading,176,68.64,0.71,0.77,22.74,127.39,94.72
Shangar Decor,540259,,Miscellaneous,5.17,6.33,0,0.7,30.32,91.48,94.98
Bharat Forge,500493,BHARATFORG,Castings & Forgings,1555.1,72403.7,0.44,0.97,2.81,97.96,95.01
Epsom Properties,531155,,Construction,8.17,6.09,0,0.73,27.12,109.49,95.08
Tarini Internat.,538496,,Miscellaneous,12.5,16.24,0,0.65,35.13,168.82,95.13
Retina Paints,543902,,Paints / Varnishes,78,108.73,0,0.89,10.86,108,95.33
Janus Corporatio,542924,,Construction,7.28,9.75,0,0.81,18.66,102.22,95.35
Glaxosmi. Pharma,500660,GLAXO,Pharmaceuticals - Multinational,2630.6,44563.89,1.17,0.99,0.73,103.97,95.47
Intl. Travel Hse,500213,,Travel Agencies,602,481,0.58,0.77,22.92,113.55,95.71
Cil Securities,530829,,Finance & Investments,51.84,25.93,0,0.82,18.23,119.2,95.77
RattanIndia Ent,534597,RTNINDIA,Miscellaneous,72.92,10079.54,0,0.77,23.12,94.19,95.77
JPT Securities,530985,,Finance & Investments,9.92,2.99,0,0.94,5.52,106.67,96.44
IL&FS Engg.,532907,IL&FSENGG,Construction,23.15,303.55,0,0.43,57.11,129.21,96.57
Machino Plastics,523248,,Auto Ancillaries,229.7,141.04,0,0.8,20.24,99.31,96.59
Intl. Data Mgt.,517044,,Computers - Software - Medium / Small,32.95,7.25,0,0.86,14.01,229.5,96.6
Thejo Engg.,,THEJO,Engineering,2631.9,2833.03,0.08,0.81,19.02,94.67,96.6
Albert David,524075,ALBERTDAVD,Pharmaceuticals - Indian - Bulk Drugs & Formln,1107.75,632.53,0.8,0.69,31.11,98.54,96.8
Indbull.RealEst.,532832,IBREALEST,Construction,133.15,7212.46,0,0.91,8.61,129.57,96.8
Yogi Ltd,511702,,Construction,46.24,74.87,0,0.87,12.92,107.08,96.89
Educomp Sol.,532696,EDUCOMP,Computers - Education,3.25,39.8,0,0.69,31.43,118.12,96.97
Lorenzini Appar.,540952,LAL,Textiles - Processing,24.69,386.86,0,0.75,25.18,124.45,97.11
Global Health,543654,MEDANTA,Healthcare,1192.9,32030.28,0,0.79,21.2,106.74,97.48
Shilpa Medicare,530549,SHILPAMED,Pharmaceuticals - Indian - Formulations,484.85,4741.39,0,0.86,13.67,112.42,97.5
Kesar Enterprise,507180,,Sugar,155,156.23,0,0.93,6.85,112.33,97.55
Supreme Inds.,509930,SUPREMEIND,Plastics Products,5286.75,67156.02,0.54,0.9,9.52,92.6,97.56
Tata Power Co.,500400,TATAPOWER,Power Generation And Supply,436.8,139572.34,0.47,0.94,5.92,104.02,97.56
Alan Scott Inds.,539115,,Textiles - Products,67,23.91,0,0.56,43.64,119.38,97.57
Siemens,500550,SIEMENS,Electric Equipment,6964.15,248007.48,0.14,0.94,5.74,114.55,97.62
Sir Shadi Lal,532879,,Sugar,263,138.09,0,0.69,31.39,128.6,97.74
Guj. Petrosynth.,506858,,Plastics Products,71.41,42.61,0,0.73,27.1,116.33,97.81
Acknit Indus.,530043,,Textiles - Products,304,92.42,0.49,0.82,17.72,99.93,97.84
Bombay Dyeing,500020,BOMDYEING,Textiles - Manmade,164.45,3396.5,0,0.84,16.48,98.01,98.09
Padam Cotton,531395,,Textiles - Cotton/Blended,35.34,13.69,0,0.62,37.99,159.28,98.23
Gland Pharma,543245,GLAND,Pharmaceuticals - Indian - Formulations,1839.15,30292.8,0,0.84,16.24,101.08,98.42
GMR Airports Inf,532754,GMRINFRA,Engineering - Turnkey Services,84.6,51064.16,0,0.9,10.33,107.1,98.65
Hasti Finance,531387,,Finance & Investments,9.25,10.03,0,0.88,12.32,110.23,98.72
Svaraj Trading,503624,,Trading,10.97,16.16,0,0.52,47.64,118.53,98.75
Rudra Global,539226,,Steel - Medium / Small,43.41,435.6,0,0.76,24.03,122.62,98.78
Nandan Denim,532641,NDL,Textiles - Products,40.75,587.36,0,0.84,16.15,136.1,98.8
PB Fintech.,543390,POLICYBZR,Computers - Software - Medium / Small,1295.8,58466.93,0,0.93,7.47,120.47,98.8
Kesar Petroprod.,524174,,Chemicals,12,116.01,0,0.85,15.31,122.22,98.81
Incredible Indus,538365,INCREDIBLE,Steel - Medium / Small,43.99,205.71,0,0.84,15.76,107.5,98.83
KEI Industries,517569,KEI,Cables - Power,4100,36999,0.09,0.94,5.75,101.26,99.08
Computer Point,507833,,Trading,4.94,14.82,0,0.75,24.81,118.58,99.19
Prajay Engineers,531746,PRAENG,Construction,27,188.84,0,0.85,15.04,160.87,99.27
Rich Universe,530271,,Trading,18,13.05,0,0.84,15.97,125,99.34
Lotus Chocolate,523475,,Food - Processing - Indian,358,459.61,0,0.76,23.83,84.11,99.41
Zydus Lifesci.,532321,ZYDUSLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln,1001.15,100739.09,0.58,0.85,14.61,98.64,99.44
Gretex Corporate,543324,,Finance & Investments,570,656.38,0.09,0.96,4.36,207.61,99.45
63 Moons Tech.,526881,63MOONS,Computers - Software - Medium / Small,331.2,1526.16,0.59,0.48,52.05,103.82,99.46
Jyothy Labs,532926,JYOTHYLAB,Personal Care - Indian,402.9,14794.85,0.72,0.73,27.27,101.1,99.47
I T D C,532189,ITDC,Hotels,658,5643.59,0.34,0.75,25.14,109.82,99.57
Standard Shoe,523351,,Trading,12.28,6.36,0,1,0,126.57,100
Class. Gl. Fin.,538433,,Finance & Investments,1.06,3.89,0,1,0,146.51,100
Hanman Fit,538731,,Miscellaneous,4.02,4.22,0,0.95,4.96,175.34,100
Excel Realty,533090,EXCEL,Construction,0.7,98.75,0,0.88,12.5,133.33,100
Gayatri Highways,541546,GAYAHWS,Construction,1.31,31.39,0,0.85,15.48,138.18,100
Ganga Forging,,GANGAFORGE,Castings & Forgings,7.65,84.92,0,0.44,56.29,98.7,100
Veer Global Inf.,543241,,Construction,159.6,259.24,0,0.91,8.8,103.31,100
Zuari Industries,500780,ZUARIIND,Sugar,281.05,837.07,0.34,0.75,24.89,119.57,100.11
Responsive Ind,505509,RESPONIND,Plastics Products,309.25,8244.89,0.03,0.85,15.26,102.06,100.26
Gyan Developers,530141,,Construction,12.94,3.88,0,0.38,61.7,101.56,100.31
BMW Industries,542669,,Steel - Medium / Small,56.97,1282.27,0.38,0.66,33.76,106.71,100.31
Citadel Realty,502445,,Construction,39.25,30.97,0,0.77,23.04,107.56,100.57
G K Consultants,531758,,Finance & Investments,13.1,6.96,0,0.77,22.94,100,100.58
Gujarat Cotex,514386,,Trading,6.88,9.8,0,1,0,169.8,100.58
CSL Finance,530067,CSLFINANCE,Finance & Investments,419.25,955.16,0.59,0.81,19.02,96.42,100.63
Sri KPR Inds.,514442,,Power Generation And Supply,38.49,77.53,0,0.79,21.29,163.63,100.65
Aananda Lakshmi,539096,,Construction,14.73,5.16,0,0.45,54.62,106.3,100.67
Informed Techn.,504810,,Computers - Software - Medium / Small,93.4,38.94,0,0.71,28.63,136.34,100.68
Kirl.Pneumatic,505283,KIRLPNU,Compressors / Drilling Equipment,1228.45,7957.04,0.47,0.97,2.89,127.05,100.74
Infibeam Avenues,539807,INFIBEAM,Computers - Software - Medium / Small,30.01,8348.85,0.16,0.71,29.39,119.05,100.99
Sunil Industries,521232,,Textiles - Processing,85,35.7,0,0.91,9.29,193.1,101.11
UCO Bank,532505,UCOBANK,Banks - Public Sector,56.95,68089.18,0.49,0.81,19.4,118.2,101.26
Integrated Perso,,IPSL,Miscellaneous,160,115.3,0,0.72,27.85,121.91,101.26
SKP Securities,531169,,Finance & Investments,123,83.78,0.8,0.8,20.49,118.47,101.37
DJ Mediaprint,543193,DJML,Miscellaneous,343,371.37,0.04,0.97,3.11,174.18,101.4
Elantas Beck,500123,,Chemicals,11698.55,9276.95,0.04,0.95,4.88,101.65,101.45
Yuken India,522108,YUKEN,Engineering,1159,1506.7,0.07,0.78,21.85,97.46,101.56
Elecon Engg.Co,505700,ELECON,Engineering,1093,12263.44,0.18,0.88,12.21,104.66,101.63
Sharda Motor,535602,SHARDAMOTR,Auto Ancillaries,1565.75,4655.26,1.09,0.95,4.85,107.77,101.9
DB Intl.Stock,530393,DBSTOCKBRO,Finance & Investments,46,161,0,0.68,32.27,105.36,101.93
R R Fin. Cons.,511626,,Finance & Investments,20.25,22.4,0,0.65,34.68,153.13,102.18
Super Crop Safe,530883,,Pesticides / Agrochemicals - Indian,13.4,53.89,0,0.61,39.01,134.27,102.25
Jindal Steel,532286,JINDALSTEL,Steel - Sponge Iron,1028.8,104946.56,0.19,0.95,5.26,100.84,102.26
Narmada Macplast,517431,,Plastics Products,22.95,8.31,0,0.8,19.7,236.51,102.33
Jash Engineering,,JASH,Engineering,2190.65,2711.25,0.18,0.86,14.16,108.4,102.41
Styrenix Perfor.,506222,STYRENIX,Petrochemicals,1743.15,3066.22,5.93,0.92,7.77,100.43,102.43
Geekay Wires,,GEEKAYWIRE,Steel - Medium / Small,89.5,467.69,0.62,0.71,29.25,110.09,102.44
Zenith Exports,512553,ZENITHEXPO,Leather / Leather Products,175,94.51,0,0.86,14.22,110.84,102.45
Gowra Leasing,530709,,Finance & Investments,39.6,11.88,0,0.77,23.21,113.02,102.6
Thacker & Co.,509945,,Trading,770.15,83.77,0,0.94,5.55,116.27,102.64
Megasoft,532408,MEGASOFT,Pharmaceuticals - Indian - Bulk Drugs & Formln,66.45,490.21,0,0.62,38.04,132.75,102.75
Gabriel India,505714,GABRIEL,Auto Ancillaries,357.75,5138.83,0.72,0.81,19.42,100.98,102.88
Ajmera Realty,513349,AJMERA,Construction,658.55,2336.56,0.45,0.74,25.79,104.77,102.88
Shanti Guru Inds,534708,,Trading,17.05,20.99,0,0.95,5.01,170.63,102.98
Containerway Int,540597,,Miscellaneous,10.82,7.07,0,1,0,123.09,103
Hemisphere Prop,543242,HEMIPROP,Construction,198.75,5664.41,0,0.75,24.99,107.36,103.07
High Street Fila,531301,,Trading,59.15,3.83,0,0.98,1.79,118.27,103.26
Taparia Tools,505685,,Castings & Forgings,4.27,6.48,726,1,0,103.33,103.33
Mahaan Foods,519612,,Food - Processing - Indian,50,17.49,0,0.79,20.63,96.08,103.37
Summit Securitie,533306,SUMMITSEC,Finance & Investments,1382,1506.39,0,0.88,11.52,102.94,103.41
HB Stockholdings,532216,HBSL,Finance & Investments,92,65.68,1.09,0.77,23.27,100.44,103.5
Dalal Street Inv,501148,,Finance & Investments,479.4,15.34,0,0.78,22.02,111.1,103.77
Shardul Sec.,512393,,Finance & Investments,193.85,339.25,0,0.75,25.26,124.96,103.81
Jagjanani Text.,532825,,Textiles - Cotton/Blended,12.14,18.94,0,0.56,44.21,100,103.95
Titan Intech,521005,,Computers - Software - Medium / Small,64.15,151.05,0,0.86,14.47,165.85,104.02
Vodafone Idea,532822,IDEA,Telecommunications - Service Provider,15.26,101453.84,0,0.83,17.16,118,104.2
Ceeta Industries,514171,,Food - Processing - Indian,35.9,52.06,0,0.79,21.48,122.84,104.21
Mishtann Foods,539594,,Food - Processing - Indian,16.53,1756.79,0.01,0.63,37.29,110.57,104.21
Manorama Indust.,541974,MANORAMA,Food - Processing - Indian,604,3599.78,0.07,0.87,13.24,119.48,104.27
Longview Tea,526568,,Trading,47.42,14.23,0,0.73,26.98,128.64,104.3
Dr Agarwal's Eye,526783,,Healthcare,3140,1475.81,0.1,0.86,14.21,132.59,104.32
KJMC Financial,530235,,Finance & Investments,65.11,31.17,0,0.83,17.06,116.17,104.34
Paramount Comm.,530555,PARACABLES,Cables - Power,78.5,2367.41,0,0.67,32.82,130.41,104.35
Pilani Invest.,539883,PILANIINVS,Finance & Investments,3700.6,4097.41,0.4,0.91,9.32,105.7,104.48
Prakash Steelage,533239,PRAKASHSTL,Steel - Medium / Small,8.66,151.55,0,0.52,47.93,103.76,104.6
NDR Auto Compon.,543214,NDRAUTO,Auto Ancillaries,828,984.71,0.28,0.84,16.19,112.24,104.74
Aegis Logistics,500003,AEGISCHEM,Trading,710.3,24931.55,0.63,0.91,9.1,153.68,104.75
DU Digital,,DUGLOBAL,Miscellaneous,74.15,517.13,0,0.82,18.02,106.83,104.82
JP Associates,532532,JPASSOCIAT,Construction,15.47,3797.26,0,0.57,43.06,116.36,104.86
Richirich Invent,519230,,Finance & Investments,9.98,8.78,0,1,0,134.27,104.93
Hind.Adhesive,514428,,Packaging,404.8,207.23,0,0.75,24.87,135.35,104.98
Pennar Industrie,513228,PENIND,Steel - Medium / Small,143.8,1940.54,0,0.88,12,109.93,105.12
Va Tech Wabag,533269,WABAG,Engineering,980.55,6098.11,0,0.95,4.8,125.18,105.14
Oracle Fin.Serv.,532466,OFSS,Computers - Software - Medium / Small,7460,64684.33,3.18,0.83,17.32,111.98,105.21
Bhagyanagar Ind,512296,BHAGYANGR,Mining / Minerals / Metals,103,329.55,0,0.82,18.33,109.14,105.27
H P C L,500104,HINDPETRO,Refineries,537.05,76183.14,2.77,0.9,9.71,124.52,105.36
Contil India,531067,,Trading,164,50.67,0,0.92,7.87,123.28,105.38
Cummins India,500480,CUMMINSIND,Engines,3556.2,98577.75,0.73,0.91,8.82,123.62,105.45
Sujala Trading &,539117,,Finance & Investments,35.19,20.15,0,0.81,18.58,132.12,105.56
Krishanveer Forg,513369,,Castings & Forgings,96.95,106.05,0,0.8,20.21,114.97,105.59
Shristi Infra,511411,,Construction,44.5,98.78,0,0.71,29.34,119.75,105.69
Ajel,530713,,Computers - Software - Converts,15.05,17.55,0,0.73,27.15,104.48,105.72
Phoenix Mills,503100,PHOENIXLTD,Construction,3119.2,55740.69,0.15,0.94,5.96,112.18,105.89
Tips Industries,532375,TIPSINDLTD,Entertainment / Electronic Media Software,412.4,5296.27,1.45,0.78,22.35,106.72,105.92
Artemis Medicare,542919,ARTEMISMED,Healthcare,173.7,2378.24,0.25,0.87,13.11,104.59,106.1
NTPC,532555,NTPC,Power Generation And Supply,358.9,348013.35,2.01,0.94,5.86,106.98,106.25
KFin Technolog.,543720,KFINTECH,Miscellaneous,690,11800.69,0,0.84,16.06,112.14,106.26
Virat Crane Inds,519457,,Food - Processing - Indian,66,134.8,0,0.88,12,157.71,106.35
Pan Electronics,517397,,Electronics - Components,56.86,22.75,0,0.66,33.96,118.69,106.48
Man Infra,533169,MANINFRA,Construction,188.05,6981.3,0.85,0.75,24.6,107.22,106.57
CESC,500084,CESC,Power Generation And Supply,147.25,19519.01,3.04,0.93,6.6,113.41,106.58
Salzer Electron.,517059,SALZERELEC,Electric Equipment,699.3,1215.59,0.3,0.79,21.43,122,106.6
Shradha Infrapr.,,SHRADHA,Construction,88.55,179.3,1.39,0.93,6.99,115.71,106.62
Gulf Oil Lubric.,538567,GULFOILLUB,Chemicals,938,4611.95,2.65,0.84,16.25,108.79,106.76
Reliable Ventur.,532124,,Hotels,21.09,23.23,0,0.65,34.97,142.41,107
Gita Renewable,539013,,Power Generation And Supply,155.05,63.76,0,0.5,50.03,109.53,107.09
Elegant Marbles,526705,,Miscellaneous,275.5,100.83,1.22,0.76,24.31,98.13,107.13
Bhudevi Infra,526488,,Construction,36.38,16.69,0,1,0,107.29,107.24
IFGL Refractori.,540774,IFGLEXPOR,Refractories / Intermediates,597.05,2151.74,1.16,0.64,36.18,102.87,107.29
COSCO (India),530545,,Trading,330.4,137.46,0,0.85,14.89,112.82,107.35
Nava,513023,NAVA,Diversified - Large,484.9,7035.94,1.25,0.89,10.93,100.99,107.52
Odyssey Tech.,530175,,Computers - Software - Medium / Small,151.95,240.18,0,0.92,7.91,154.52,107.66
Transglobe Foods,519367,,Food - Processing - Indian,155.95,2.27,0,0.85,15.24,159.87,107.66
RSC Internl.,530179,,Trading,10.14,5.83,0,0.95,4.61,221.9,107.74
Blue Star,500067,BLUESTARCO,Air-conditioners,1600,32898.34,0.79,0.97,2.89,128.02,107.8
Johnson Pharma,532154,,Trading,1.04,57.2,0,0.75,24.64,131.11,107.84
Nila Infrastruct,530377,NILAINFRA,Construction,10.43,410.79,0,0.71,28.56,112.86,107.84
Karma Energy Ltd,533451,KARMAENG,Power Generation And Supply,69.96,80.95,0,0.66,34.26,112,107.87
Jointeca Educati,534659,,Computers - Software - Medium / Small,13.31,13.34,0,0.9,9.52,100.45,107.97
SAB Industries,539112,,Construction,158.05,240.39,0,0.44,56,117.82,108.12
Bajaj Hindusthan,500032,BAJAJHIND,Sugar,30.7,3921.55,0,0.76,24.2,108.42,108.47
Tide Water Oil,590005,TIDEWATER,Chemicals,1780.55,3102.41,2.37,0.89,10.7,105.59,108.5
Ahluwalia Contr.,532811,AHLUCONT,Construction,1172.8,7856.32,0.03,0.84,15.57,109.41,108.59
BAG Films,532507,BAGFILMS,Entertainment / Electronic Media Software,8.39,166.04,0,0.54,45.8,109.75,108.64
Hind.Construct.,500185,HCC,Construction,36.98,6211.5,0,0.8,19.61,117.02,108.88
Sh. Krishna Pap.,500388,,Paper,46,62.19,0,0.76,24.02,130,108.89
Baroda Extrusion,513502,,Mining / Minerals / Metals,5.62,83.71,0,0.78,22.38,131.28,108.97
Cranes Software,512093,,Computers - Software - Medium / Small,5.08,59.82,0,0.72,28.35,111.67,108.98
Precot,,PRECOT,Textiles - Cotton/Blended,379,454.8,0,0.91,9.11,155.3,109
Orissa Minerals,590086,ORISSAMINE,Mining / Minerals / Metals,5675.2,3405.12,0,0.68,31.98,112.71,109.18
Coal India,533278,COALINDIA,Mining / Minerals / Metals,491.25,302743.98,4.96,0.97,3.17,120.04,109.31
Algoquant Fin,505725,,Finance & Investments,1195,960.34,0,0.74,26.23,125.94,109.35
Shyam Metalics,543299,SHYAMMETL,Steel - Large,613,17110.81,0.29,0.79,20.63,109.93,109.49
A B B,500002,ABB,Electric Equipment,8312.05,176139.3,0.28,0.97,3.35,116.04,109.52
Transpact Enter.,542765,,Trading,325.85,12.6,,0.67,32.65,170.64,109.89
Shriram AMC,531359,,Finance & Investments,270,351.45,0,0.73,26.94,122.22,109.96
Expo Gas Contain,526614,,Packaging,26.78,61.04,0,0.73,26.99,167.8,109.96
Banco Products,500039,BANCOINDIA,Auto Ancillaries,597.1,4270.4,3.67,0.81,18.65,111.85,109.96
Vandana Knitwear,532090,,Trading,3.99,42.68,0,0.77,23.12,124.16,110
KMF Builders,531578,,Construction,8.61,10.49,0,0.91,9.37,129.6,110.05
Sumit Woods,,SUMIT,Construction,73.05,223.45,0,0.91,9.03,170.56,110.13
Madhur Inds,519279,,Food - Processing - Indian,6.39,2.61,0,0.9,10,120.34,110.2
Silver Oak (I),531635,,Breweries & Distilleries,81.43,30.86,0,0.95,4.99,128.74,110.41
Radix Industries,531412,,Personal Care - Indian,145.25,217.98,0.69,0.81,19.31,104.58,110.48
Indian Bank,532814,INDIANB,Banks - Public Sector,568.05,76514.27,2.17,0.95,4.83,107.28,110.55
Premier Polyfilm,514354,PREMIERPOL,Plastics Products,193.55,405.47,0.26,0.76,23.77,124.25,110.73
Synergy Green,541929,SGIL,Castings & Forgings,328.1,463.58,0,0.75,24.76,115.78,110.73
Vivid Mercantile,542046,,Trading,75.45,75.64,0,0.84,16.17,144.33,110.75
SpiceJet,500285,,Transport - Airlines,56.6,4434.05,0,0.73,26.97,120.66,110.78
Balmer Lawrie,523319,BALMLAWRIE,Diversified - Large,269.25,4604.32,2.8,0.84,15.98,111.01,110.97
Union Bank (I),532477,UNIONBANK,Banks - Public Sector,160.2,122290.41,1.84,0.98,1.84,135.59,111.07
SMC Global Sec.,543263,SMCGLOBAL,Finance & Investments,160.95,1685.13,1.45,0.89,10.66,163.85,111.13
Kotyark Indust.,,KOTYARK,Miscellaneous,986.2,1013.71,0.5,0.62,37.66,134.75,111.23
MBL Infrast,533152,MBLINFRA,Construction,42.65,446.8,0,0.68,31.64,121.56,111.62
Hi-Tech Winding,541627,,Paper,3.24,1.57,0,1,0,149.23,111.76
PTC India,532524,PTC,Trading,209.35,6196.97,3.66,0.82,17.79,108.31,111.86
Kkalpana Plastic,523652,,Plastics Products,31.46,17.4,0,1,0.06,154.74,111.88
KSB,500249,KSB,Pumps,4809.5,16741.92,0.38,0.93,7.33,138.88,111.93
Getalong Enterp.,543372,,Miscellaneous,195,39,0,0.81,19.42,109.68,111.96
Rajas. Tube Mfg,530253,,Steel - Medium / Small,28.31,12.76,0,0.55,44.67,113.66,112.08
IP Rings,523638,,Auto Ancillaries,184.25,233.55,0.53,0.83,16.63,123.71,112.1
Camex,524440,,Dyes And Pigments,51,52.08,0,0.93,6.93,105.81,112.2
Quadrant Tele.,511116,,Telecommunications - Service Provider,1.86,113.91,0,0.66,34.28,148,112.22
GTL,500160,GTL,Telecommunications - Service Provider,12.43,195.53,0,0.63,36.9,124.77,112.28
NCC Blue Water,519506,,Aquaculture,9.5,7.36,0,0.79,21.42,112.53,112.53
Dhanashree Elect,542679,,Electric Equipment,57,80.89,0,0.54,45.66,157.22,112.6
Sh. Krish. Infr.,542146,,Construction,99.5,104.48,0,0.97,2.96,95.1,112.61
Jayaswal Neco,522285,JAYNECOIND,Steel - Large,45.79,4446.2,0,0.7,30.05,112.98,112.67
Exhicon Events,543895,,Miscellaneous,270.25,350.31,0.36,0.61,38.72,100.19,112.75
Zodiac-JRD MKJ,512587,,Diamond Cutting / Jewellery,71.2,36.87,0,0.71,28.65,149.39,112.85
Vijaya Diagnost.,543350,VIJAYA,Healthcare,816.75,8359.12,0.12,0.97,3.28,120.03,112.86
Unjha Formul.,531762,,Pharmaceuticals - Indian - Formulations,25.6,11.48,0,0.73,26.84,142.65,112.99
Garware Synth,514400,,Textiles - Products,17.52,10.18,0,0.83,16.53,117.37,113.06
Marine Electric.,,MARINE,Electric Equipment,109.6,1454.02,0,0.89,10.82,128.57,113.06
Centrum Capital,501150,CENTRUM,Finance & Investments,38.95,1620.45,0,0.84,16.33,116.39,113.11
Lloyds Metals,512455,LLOYDSME,Mining / Minerals / Metals,681.9,34453.24,0,0.91,9.08,113.76,113.17
Chemo Pharma Lab,506365,,Pharmaceuticals - Indian - Bulk Drugs,71.05,10.65,0,0.82,18.33,161.5,113.21
Sarla Performanc,526885,SARLAPOLY,Textiles - Spinning - Synthetic / Blended,80.2,669.71,0,0.82,17.74,110.44,113.36
Shreevatsaa Fin.,532007,,Finance & Investments,21.39,21.61,0,0.99,1.38,132.5,113.43
Rama Petrochem,500358,,Trading,8.22,8.61,0,0.97,2.72,145.37,113.51
A.K.Capital Serv,530499,,Finance & Investments,1089,718.74,1.1,0.94,6.12,124.54,113.58
Pudumjee Paper,539785,PDMJEPAPER,Paper,88.26,838.03,0.57,0.84,16.18,120.65,113.62
Indo-City Info.,532100,,Finance & Investments,13.65,14.2,0,0.77,23.1,141.59,113.65
Octavius Plant.,542938,,Trading,85.69,25.71,0,0.87,13.39,138.03,113.69
NINtec Systems,539843,NINSYS,Computers - Software - Medium / Small,498.45,925.96,0,0.76,23.61,102.53,113.81
Amarnath Sec.,538465,,Finance & Investments,61.77,18.53,0,0.98,1.95,127.93,113.91
JK Tyre & Indust,530007,JKTYRE,Tyres,403.3,10514.96,0.49,0.73,27.25,120.14,113.97
Zee Learn,533287,ZEELEARN,Computers - Education,7.19,234.46,0,0.74,26.48,169.29,114.06
Brand Concepts,543442,BCONCEPTS,Trading,640.2,712.7,0.15,0.66,33.73,127.67,114.18
Krishca Strapp.,,KRISHCA,Steel - Medium / Small,211,254.68,0,0.69,30.82,117.3,114.22
Ashoka Refinerie,526983,,Trading,11.78,4,0,1,0,159.47,114.29
Ganesh Housing,526367,GANESHHOUC,Construction,773.4,6449.11,0.31,0.84,15.7,125.35,114.47
Bank of Maha,532525,MAHABANK,Banks - Public Sector,69.04,48889.84,1.97,0.95,4.85,157.61,114.51
BCPL Railway,542057,,Engineering - Turnkey Services,92.3,154.36,0.75,0.58,41.89,114.65,114.61
Duke Offshore,531471,,Oil Drilling / Allied Services,14.81,14.6,0,0.74,26.25,146.83,114.76
Cartrade Tech,543333,CARTRADE,Miscellaneous,871.7,4087.18,0,0.89,10.5,108.82,114.89
Selan Expl. Tech,530075,SELAN,Oil Drilling / Allied Services,570,866.43,0,0.77,22.58,117.56,114.99
Jubilant Pharmo,530019,JUBLPHARMA,Pharmaceuticals - Indian - Bulk Drugs,698.6,11128.71,0.67,0.94,5.72,119.17,115.28
Ravinder Heights,543251,RVHL,Construction,50.92,311.91,0,0.8,20.34,142.48,115.29
La Tim Metal & I,505693,,Trading,17,150.17,0,0.87,13.27,113.57,115.76
Beeyu Overseas,532645,,Trading,4.51,6.37,0,0.64,36.39,173.33,116.08
Krypton Industri,523550,,Tyres,41.75,61.37,0,0.81,19.23,119.74,116.55
Tour. Fin. Corp.,526650,TFCILTD,Finance - Term-Lending Institutions,160.55,1486.6,1.52,0.6,39.99,131.01,116.57
3B Blackbio,532067,,Healthcare,888,666.71,0.27,0.96,3.9,127.69,116.63
Dhruv Consultanc,541302,DHRUV,Miscellaneous,106.65,162.07,0.23,0.75,24.71,122.19,116.65
Madhucon Project,531497,MADHUCON,Construction,9,66.4,0,0.77,23.27,122.22,116.67
Prime Industries,519299,,Finance & Investments,203.15,320.99,0,0.72,28.2,106.1,116.77
A2Z Infra Engg.,533292,A2ZINFRA,Engineering - Turnkey Services,18.24,321.24,0,1,0.33,178.47,116.77
Indus Towers,534816,INDUSTOWER,Transmisson Line Towers / Equipment,348,93783.85,0,0.95,5.06,125.02,116.81
Panasonic Energy,504093,,Dry Cells,502,376.51,0,0.82,18.37,122.86,116.83
Brigade Enterpr.,532929,BRIGADE,Construction,1282,29627.03,0.16,0.96,3.71,134.93,116.88
Halder Venture,539854,,Trading,578,182.69,0.17,0.98,1.72,169.72,116.91
Silver Touch,543525,SILVERTUC,Computers - Software - Medium / Small,779,987.84,0.06,0.91,8.81,119.81,117.08
Emk.Global Fin.,532737,EMKAY,Finance & Investments,157.8,389.66,0.65,0.85,14.7,120.7,117.18
Ishaan Infrastru,540134,,Construction,6.65,4.3,0,0.94,5.67,179.41,117.33
Modern Insulator,515008,,Electric Equipment,122.5,577.53,0,0.88,11.87,135.58,117.76
R R Securities,530917,,Finance & Investments,12.61,3.81,0,0.86,14.22,107.74,117.79
Uni Abex Alloy,504605,,Castings & Forgings,2313,456.78,0.85,0.58,42.16,137.23,118.06
Hindustan Zinc,500188,HINDZINC,Mining / Minerals / Metals,687,290279.44,1.86,0.85,14.94,141.39,118.06
KIOCL,540680,KIOCL,Mining / Minerals / Metals,425.5,25859.83,0,0.74,26.3,135.08,118.16
Ind-Swift,524652,INDSWFTLTD,Pharmaceuticals - Indian - Formulations,21.24,115.05,0,0.68,31.92,145.55,118.18
Amines & Plast.,506248,AMNPLST,Chemicals,202.5,1114.14,0.25,0.86,13.96,138.15,118.4
Tanvi Foods,540332,,Food - Processing - Indian,205,235.44,0,0.91,8.89,212.02,118.41
J & K Bank,532209,J&KBANK,Banks - Private Sector,130.4,14359.43,0.4,0.86,14.49,137.7,118.56
HLV,500193,HLVLTD,Hotels,25.29,1667.28,0,0.6,39.79,119.91,118.7
United Interacti,502893,,Computers - Software - Medium / Small,115.91,21.21,0,0.93,6.89,171.13,118.7
Shamrock Indl.,531240,,Trading,11.89,6.45,0,0.86,14.03,255.99,118.97
